"","season","day","date","home_team","away_team","home_score","away_score","stadium","home_1","home_2","home_3","home_4","home_5","home_6","home_7","home_8","home_9","home_10","home_11","home_12","home_13","home_14","home_15","home_16","home_17","home_18","home_19","home_20","home_21","home_22","home_23","away_1","away_2","away_3","away_4","away_5","away_6","away_7","away_8","away_9","away_10","away_11","away_12","away_13","away_14","away_15","away_16","away_17","away_18","away_19","away_20","away_21","away_22","away_23","delayed_game","score_diff","winning_team"
"2664","2019-2020","J10","2019-11-30","Stade Rochelais","Castres Olympique",22,13,"Stade Marcel Deflandre","DANY PRISO","JEAN-CHARLES ORIOLI","RAMIRO HERRERA","ROMAIN SAZY","MATHIEU TANGUY","KÉVIN GOURDON","GREG ALLDRITT","VICTOR VITO","TAWERA KERR-BARLOW","BROCK JAMES","PIERRE BOUDEHENT","JÉRÉMY SINZELLE","GEOFFREY DOUMAYROU","VINCENT RATTEZ","KINI MURIMURIVALU","FACUNDO BOSCH","REDA WARDI","THOMAS JOLMÈS","ZENO KIEFT","ALEXI BALÈS","JULES PLISSON","BRIEUC PLESSIS-COUILLAUD","SILA PUAFISI","PAEA FA'ANUNU","MARC-ANTOINE RALLIER","WILFRID HOUNKPATIN","LOÏC JACQUET","RODRIGO CAPO ORTEGA","BAPTISTE DELAPORTE","ANTHONY JELONCH","ALEX TULOU","RORY KOCKOTT","BENJAMIN URDAPILLETA","GEOFFREY PALIS","ROBERT EBERSOHN","THOMAS COMBEZOU","FILIPO NAKOSI","JULIEN DUMORA","KÉVIN FIRMIN","WAYAN DE BENEDITTIS","KÉVIN GIMENO","MA'AMA VAIPULU","LUDOVIC RADOSAVLJEVIC","FLORIAN VIALELLE","TAYLOR STADE FRANÇAIS PARIS","KARENA WIHONGI",0,9,"Stade Rochelais"
"2665","2019-2020","J10","2019-11-30","Pau","RC Toulon",9,19,"Stade du Hameau","IGNACIO CALLES","QUENTIN LESPIAUCQ","LOURENS ADRIAANSE","DANIEL RAMSAY","FABRICE METZ","MARTIN PUECH","LEKIMA TAGITAGIVALU","BAPTISTE PESENTI","SAMUEL MARQUÈS","ANTOINE HASTOY","VINCENT PINTO","JALE VATUBUA","FLORIAN NICOT","JULIEN FUMAT","CHARLY MALIÉ","LUCAS REY","GEOFFREY MOÏSE","JULIEN DELANNOY","ANTOINE ERBANI","GIOVANNI HABEL-KUEFFNER","THIBAULT DAUBAGNA","TOM TAYLOR","SIEGFRIED FISI'IHOI","SÉBASTIEN TAOFIFENUA","CHRISTOPHER TOLOFUA","EMERICK SETIANO","SWAN REBBADJ","BRIAN ALAINU'UESE","CHARLES OLLIVON","RAPHAËL LAKAFIA","SERGIO STADE FRANÇAIS PARISSE","BAPTISTE SERIN","LOUIS CARBONEL","DANIEL IKPEFAN","ANTHONY BELLEAU","JULIEN HÉRITEAU","GERVAIS CORDIN","BRYCE HEEM","BASTIEN SOURY","FLORIAN FRESIA","MAMUKA GORGODZE","FACUNDO ISA","JULIAN SAVEA","THÉO DACHARY","YOAN COTTIN","BEKA GIGASHVILI",0,-10,"RC Toulon"
"2666","2019-2020","J10","2019-11-30","Montpellier Hérault Rugby","LOU Rugby",33,8,"GGL Stadium","MISHA NARIASHVILI","BISMARCK DU PLESSIS","LEVAN CHILACHAVA","NICOLAAS JANSE VAN RENSBURG","PAUL WILLEMSE","KÉLIAN GALLETIER","YACOUBA CAMARA","LOUIS PICAMOLES","BENOÎT PAILLAUGUE","ANTHONY BOUTHIER","NEMANI NADOLO","FRANÇOIS STEYN","ARTHUR VINCENT","GABRIEL N'GANDEBE","HENRY IMMELMAN","YOURI DELHOMMEL","GRÉGORY FICHTEN","KONSTANTINE MIKAUTADZE","MARTIN DEVERGIE","KAHN FOTUALI'I","YVAN REILHAC","VINCENT MARTIN","MOHAMED HAOUAS","XAVIER CHIOCCI","MICKAËL IVALDI","DEMBA BAMBA","VIRGILE BRUNI","ETIENNE OOSTHUIZEN","DYLAN CRETIN","LIAM GILL","CARL FEARNS","BAPTISTE COUILLOUD","JONATHAN WISNIEWSKI","NOA NAKAITACI","CHARLIE NGATAI","THIBAUT REGARD","XAVIER MIGNOT","TOBY ARNOLD","JÉRÉMIE MAUROUARD","RAPHAËL CHAUME","HENDRIK ROODT","LOANN GOUJON","JEAN-MARC DOUSSAIN","PATRICK SOBÉLA","RUDI WULF","FRANCISCO GOMEZ KODELA",0,25,"Montpellier Hérault Rugby"
"2667","2019-2020","J10","2019-12-01","CA Brive","Stade Français Paris",26,21,"Stadium Municipal","KARLEN ASIESHVILI","THOMAS ACQUIER","MESAKE DOGE","PEET MARAIS","MITCH LEES","MATTHIEU VOISIN","SAÏD HIRÈCHE","OTAR GIORGADZE","JULIEN BLANC","STUART OLDING","FRANCK ROMANET","SEVA GALALA","NICO LEE","AXEL MULLER","THOMAS LARANJEIRA","FRANÇOIS DA ROS","SIMON-PIERRE CHAUVAC","JAN UYS","SO'OTALA FA'ASO'O","VASIL LOBZHANIDZE","GUILLAUME GALLETIER","JORIS JURAND","JAMES JOHNSTON","QUENTIN BÉTHUNE","LUCAS DA SILVA","PAUL ALO-EMILE","PAUL GABRILLAGUES","YOANN MAESTRI","TALALELEI GRAY","SEKOU MACALOU","LOÏC GODENER","ARTHUR COVILLE","NICOLÁS SANCHEZ","JULIEN DELBOUIS","JONATHAN DANTY","GAËL FICKOU","LESTER ÉTIEN","KYLAN HAMDAOUI","TOLU LATU","SAMI MAVINGA","MATHIEU DE GIOVANNI","PABLO MATERA","JAMES HALL","JORIS SEGONDS","LIONEL MAPOE","GIORGI MELIKIDZE",0,5,"CA Brive"
"2668","2019-2020","J10","2019-12-01","Stade Toulousain","Aviron Bayonnais",45,10,"Stade Ernest Wallon","CLÉMENT CASTETS","JULIEN MARCHAND","DORIAN ALDEGHERI","RORY ARNOLD","RICHIE GRAY","ALBAN PLACINES","FRANÇOIS CROS","SELEVASIO TOLOFUA","PIERRE PAGÈS","ZACK HOLMES","MATTHIS LEBEL","PITA AHKI","SOFIANE GUITOUNE","YOANN HUGET","THOMAS RAMOS","PÉATO MAUVAKA","RODRIGUE NETI","GILLIAN GALAN","ANTOINE MIQUEL","SÉBASTIEN BÉZY","LUCAS TAUZIN","ARTHUR BONNEVAL","PAULO TAFILI","VILIAMU AFATIA","TORSTEN VAN JAARSVELD","TOMA'AKINO TAUFA","MARIANO GALARZA","GUILLAUME DUCAT","JEAN MONRIBOT","ANTOINE BATTUT","MAT LUAMANU","GUILLAUME ROUET","BRANDON FAJARDO","ALOFA ALOFA","MALIETOA HINGANO","PEYO MUSCARDITZ","LATU LATUNIPULU","AYMERIC LUC","MAXIME LAMOTHE","UGO BONIFACE","EDWIN MAKA","SIONE TAU","MICHAEL RURU","MANUEL ORDAS","FILIMO TAOFIFENUA","JEAN-BAPTISTE DE CLERCQ",0,35,"Stade Toulousain"
"2669","2019-2020","J11","2019-12-21","Aviron Bayonnais","CA Brive",6,6,"Stade Jean Dauger","VILIAMU AFATIA","TORSTEN VAN JAARSVELD","CENSUS JOHNSTON","PIETER JAN VAN LILL","GUILLAUME DUCAT","JEAN MONRIBOT","BAPTISTE HÉGUY","SIONE TAU","MICHAEL RURU","ROMAIN BARTHÉLÉMY","DJIBRIL CAMARA","PEYO MUSCARDITZ","ALOFA ALOFA","ARTHUR DUHAU","JULIEN TISSERON","MAXIME LAMOTHE","UGO BONIFACE","EDWIN MAKA","ARNAUD DUPUTS","GUILLAUME ROUET","BRANDON FAJARDO","AYMERIC LUC","LUC MOUSSET","KARLEN ASIESHVILI","THOMAS ACQUIER","LUKA JAPARIDZE","PEET MARAIS","JAN UYS","MATTHIEU VOISIN","SAÏD HIRÈCHE","SO'OTALA FA'ASO'O","VASIL LOBZHANIDZE","STUART OLDING","FRANCK ROMANET","ALEX DUNBAR","NICO LEE","SEVA GALALA","THOMAS LARANJEIRA","VANO KARKADZE","CODY THOMAS","VICTOR LEBAS","KITIONE KAMIKAMICA","OTAR GIORGADZE","JULIEN BLANC","JORIS JURAND","JAMES JOHNSTON",0,0,"Null"
"2670","2019-2020","J11","2019-12-21","Racing 92","Montpellier Hérault Rugby",29,25,"Stade Français Paris La Défense Arena","EDDY BEN AROUS","CAMILLE CHAT","BEN TAMEIFUNA","DONNACHA RYAN","BORIS PALU","FABIEN SANCONNIE","BAPTISTE CHOUZENOUX","YOAN TANGA-MANGENE","MAXIME MACHENAUD","FINN RUSSELL","JUAN IMHOFF","HENRY CHAVANCY","VIRIMI VAKATAWA","LOUIS DUPICHOT","BRICE DULIN","TEDDY BAUBIGNY","HASSANE KOLINGAR","DOMINIC BIRD","JORDAN JOSEPH","TEDDY IRIBAREN","BEN VOLAVOLA","OLIVIER KLEMENCZAK","GEORGES-HENRI COLOMBE","MISHA NARIASHVILI","YOURI DELHOMMEL","MOHAMED HAOUAS","NICOLAAS JANSE VAN RENSBURG","KONSTANTINE MIKAUTADZE","FULGENCE OUEDRAOGO","YACOUBA CAMARA","KÉLIAN GALLETIER","GELA APRASIDZE","HANDRÉ POLLARD","YVAN REILHAC","JAN SERFONTEIN","ARTHUR VINCENT","GABRIEL N'GANDEBE","ANTHONY BOUTHIER","BISMARCK DU PLESSIS","GRÉGORY FICHTEN","PAUL WILLEMSE","KÉVIN KORNATH","ENZO SANGA","VINCENT MARTIN","THOMAS DARMON","LEVAN CHILACHAVA",0,4,"Racing 92"
"2671","2019-2020","J11","2019-12-21","Castres Olympique","LOU Rugby",29,12,"Stade Pierre Fabre","PAEA FA'ANUNU","JODY JENNEKER","WILFRID HOUNKPATIN","LOÏC JACQUET","CHRISTOPHE SAMSON","BAPTISTE DELAPORTE","CAMILLE GÉRONDEAU","MA'AMA VAIPULU","RORY KOCKOTT","BENJAMIN URDAPILLETA","TAYLOR STADE FRANÇAIS PARIS","FLORIAN VIALELLE","THOMAS COMBEZOU","GEOFFREY PALIS","JULIEN DUMORA","KÉVIN FIRMIN","WAYAN DE BENEDITTIS","VICTOR MOREAUX","ANTHONY JELONCH","LUDOVIC RADOSAVLJEVIC","ALEX TULOU","YANN DAVID","KARENA WIHONGI","XAVIER CHIOCCI","MICKAËL IVALDI","DEMBA BAMBA","ETIENNE OOSTHUIZEN","HENDRIK ROODT","DYLAN CRETIN","PATRICK SOBÉLA","CARL FEARNS","BAPTISTE COUILLOUD","JONATHAN WISNIEWSKI","NOA NAKAITACI","CHARLIE NGATAI","THIBAUT REGARD","JOSUA TUISOVA","TOBY ARNOLD","JÉRÉMIE MAUROUARD","VIVIEN DEVISME","KILLIAN GÉRACI","LIAM GILL","JONATHAN PÉLISSIÉ","PATRICIO FERNANDEZ","XAVIER MIGNOT","HAMZA KAABÈCHE",0,17,"Castres Olympique"
"2672","2019-2020","J11","2019-12-21","SU Agen","Stade Toulousain",8,13,"Stade Armandie","GIORGI TETRASHVILI","CLÉMENT MARTINEZ","DAVE RYAN","ANDRÉS ZAFRA","TOM MURDAY","ROMAIN BRIATTE","DYLAN HAYES","LAURENCE PEARCE","XAVIER CHAUVEAU","LÉO BERDEU","VALENTIN SAURS","NATHAN DECRON","JOHANN SADIE","JJ TAULAGI","MATHIEU LAMOULIE","LORIS ZARANTONELLO","MALINO VANAÏ","ADRIAN MOTOC","GAUTHIER MARAVAT","PAUL ABADIE","RAPHAËL LAGARDE","JORDAN PULETUA","WALTER DESMAISON","CLÉMENT CASTETS","PÉATO MAUVAKA","MAKS VAN DYK","RORY ARNOLD","EMMANUEL MEAFOU","RYNHARDT ELSTADT","ANTOINE MIQUEL","SELEVASIO TOLOFUA","SÉBASTIEN BÉZY","ZACK HOLMES","ARTHUR BONNEVAL","ROMAIN NTAMACK","PITA AHKI","LUCAS TAUZIN","MAXIME MÉDARD","GUILLAUME MARCHAND","RODRIGUE NETI","IOSEFA TEKORI","FLORIAN VERHAEGHE","LOUIS-BENOÎT MADAULE","PIERRE PAGÈS","PIERRE FOUYSSAC","PAULO TAFILI",0,-5,"Stade Toulousain"
"2673","2019-2020","J11","2019-12-22","Stade Français Paris","Pau",21,18,"Stade Jean Bouin","QUENTIN BÉTHUNE","LUCAS DA SILVA","PAUL ALO-EMILE","PAUL GABRILLAGUES","YOANN MAESTRI","PABLO MATERA","SEKOU MACALOU","TALALELEI GRAY","JAMES HALL","JORIS SEGONDS","ADRIEN LAPÈGUE","ALEX ARRATÉ","GAËL FICKOU","LESTER ÉTIEN","KYLAN HAMDAOUI","LAURENT PANIS","SAMI MAVINGA","MATHIEU DE GIOVANNI","RYAN CHAPUIS","ARTHUR COVILLE","NICOLÁS SANCHEZ","LIONEL MAPOE","GIORGI MELIKIDZE","SIEGFRIED FISI'IHOI","QUENTIN LESPIAUCQ","MOHAMED BOUGHANMI","DANIEL RAMSAY","FABRICE METZ","BAPTISTE PESENTI","MARTIN PUECH","LUKE WHITELOCK","THIBAULT DAUBAGNA","ANTOINE HASTOY","JULIEN FUMAT","JALE VATUBUA","ALEXANDRE DUMOULIN","BEN SMITH","CHARLY MALIÉ","LUCAS REY","GEOFFREY MOÏSE","GIOVANNI HABEL-KUEFFNER","DOMINIKO WAQANIBUROTU","SAMUEL MARQUÈS","TOM TAYLOR","BASTIEN POURAILLY","LOURENS ADRIAANSE",0,3,"Stade Français Paris"
"2674","2019-2020","J11","2019-12-22","Union Bordeaux-Bègles","Stade Rochelais",20,15,"Matmut Atlantique","JEFFERSON POIROT","CLÉMENT MAYNADIER","VADIM COBILAS","KANE DOUGLAS","CYRIL CAZEAUX","ALEXANDRE ROUMAT","CAMERON WOKI","SCOTT HIGGINBOTHAM","MAXIME LUCU","MATTHIEU JALIBERT","SANTIAGO CORDERO","RÉMI LAMERAT","SEMI RADRADRA","GEOFFREY CROS","NANS DUCUING","ADRIEN PÉLISSIÉ","PENI RAVAI","JANDRÉ MARAIS","BÉKA GORGADZE","YANN LESGOURGUES","BEN BOTICA","ULUPANO SEUTENI","LEKSO KAULASHVILI","REDA WARDI","FACUNDO BOSCH","SILA PUAFISI","THOMAS LAVAULT","MATHIEU TANGUY","KÉVIN GOURDON","PAUL BOUDEHENT","VICTOR VITO","ALEXI BALÈS","JULES PLISSON","VINCENT RATTEZ","LEVANI BOTIA","BRIEUC PLESSIS-COUILLAUD","JULES FAVRE","KINI MURIMURIVALU","JEAN-CHARLES ORIOLI","DANY PRISO","JONE QOVU","ROMAIN SAZY","TAWERA KERR-BARLOW","BROCK JAMES","JÉRÉMY SINZELLE","RAMIRO HERRERA",0,5,"Union Bordeaux-Bègles"
"2675","2019-2020","J11","2019-12-22","RC Toulon","ASM Clermont",41,19,"Stade Mayol","JEAN-BAPTISTE GROS","ANTHONY ÉTRILLARD","BEKA GIGASHVILI","EBEN ETZEBETH","ROMAIN TAOFIFENUA","SWAN REBBADJ","RAPHAËL LAKAFIA","SERGIO STADE FRANÇAIS PARISSE","BAPTISTE SERIN","LOUIS CARBONEL","DANIEL IKPEFAN","ANTHONY BELLEAU","JULIEN HÉRITEAU","BRYCE HEEM","RAMIRO MOYANO","CHRISTOPHER TOLOFUA","FLORIAN FRESIA","BRIAN ALAINU'UESE","FACUNDO ISA","JULIAN SAVEA","GERVAIS CORDIN","YOAN COTTIN","EMERICK SETIANO","ETIENNE FALGOUX","MIKE TADJER","RABAH SLIMANI","PAUL JEDRASIAK","SÉBASTIEN VAHAAMAHINA","THIBAULT LANEN","ALEXANDRE FISCHER","FAIFILI LEVAVE","GREIG LAIDLAW","CAMILLE LOPEZ","ALIVERETI RAKA","GEORGE MOALA","DAMIAN PENAUD","PETER BETHAM","NICK ABENDANON","JOHN ULUGIA","BEQA KAKABADZE","GEORGE MERRICK","LUCAS DESSAIGNE","CHARLIE CASSANG","JAKE MCINTYRE","TANI VILI","SIPILI FALATEA",0,22,"RC Toulon"
"2676","2019-2020","J12","2019-12-28","LOU Rugby","Aviron Bayonnais",52,9,"Matmut Stadium Gerland","VIVIEN DEVISME","JÉRÉMIE MAUROUARD","DEMBA BAMBA","ETIENNE OOSTHUIZEN","LOANN GOUJON","DYLAN CRETIN","PATRICK SOBÉLA","LIAM GILL","JONATHAN PÉLISSIÉ","PATRICIO FERNANDEZ","XAVIER MIGNOT","CHARLIE NGATAI","PIERRE-LOUIS BARASSI","JOSUA TUISOVA","JEAN-MARCELLIN BUTTIN","MICKAËL IVALDI","XAVIER CHIOCCI","KILLIAN GÉRACI","HENDRIK ROODT","SAM HIDALGO-CLYNE","JONATHAN WISNIEWSKI","RUDI WULF","HAMZA KAABÈCHE","ARETZ IGUINIZ","TORSTEN VAN JAARSVELD","CENSUS JOHNSTON","MARIANO GALARZA","GUILLAUME DUCAT","ARNAUD DUPUTS","SIONE TAU","FILIMO TAOFIFENUA","GUILLAUME ROUET","ROMAIN BARTHÉLÉMY","DJIBRIL CAMARA","MALIETOA HINGANO","PEYO MUSCARDITZ","LATU LATUNIPULU","AYMERIC LUC","MAXIME LAMOTHE","UGO BONIFACE","PIETER JAN VAN LILL","BAPTISTE HÉGUY","MICHAEL RURU","BRANDON FAJARDO","YAN LESTRADE","JEAN-BAPTISTE DE CLERCQ",0,43,"LOU Rugby"
"2677","2019-2020","J12","2019-12-28","CA Brive","Racing 92",20,44,"Stadium Municipal","SIMON-PIERRE CHAUVAC","THOMAS ACQUIER","MESAKE DOGE","PEET MARAIS","JAN UYS","MATTHIEU VOISIN","SAÏD HIRÈCHE","SO'OTALA FA'ASO'O","VASIL LOBZHANIDZE","STUART OLDING","JORIS JURAND","NICO LEE","GUILLAUME GALLETIER","AXEL MULLER","THOMAS LARANJEIRA","PENIAMI NASALI NARISIA","KARLEN ASIESHVILI","VICTOR LEBAS","KITIONE KAMIKAMICA","OTAR GIORGADZE","JULIEN BLANC","RORY SCHOLES","JAMES JOHNSTON","EDDY BEN AROUS","CAMILLE CHAT","BEN TAMEIFUNA","BERNARD LE ROUX","DOMINIC BIRD","FABIEN SANCONNIE","BAPTISTE CHOUZENOUX","ANTONIE CLAASSEN","TEDDY IRIBAREN","FINN RUSSELL","LOUIS DUPICHOT","HENRY CHAVANCY","OLIVIER KLEMENCZAK","TEDDY THOMAS","BRICE DULIN","ISSAM HAMEL","VASIL KAKOVIN","BORIS PALU","IBRAHIM DIALLO","ANTOINE GIBERT","FRANÇOIS TRINH-DUC","DORIAN LABORDE","GEORGES-HENRI COLOMBE",0,-24,"Racing 92"
"2678","2019-2020","J12","2019-12-28","Montpellier Hérault Rugby","Stade Français Paris",20,20,"GGL Stadium","MISHA NARIASHVILI","YOURI DELHOMMEL","MOHAMED HAOUAS","PAUL WILLEMSE","KONSTANTINE MIKAUTADZE","FULGENCE OUEDRAOGO","YACOUBA CAMARA","CALEB TIMU","GELA APRASIDZE","HANDRÉ POLLARD","VINCENT MARTIN","ARTHUR VINCENT","YVAN REILHAC","GABRIEL N'GANDEBE","ANTHONY BOUTHIER","VINCENT GIUDICELLI","GRÉGORY FICHTEN","JULIEN LEDEVEDEC","MARTIN DEVERGIE","ENZO SANGA","JOHAN GOOSEN","THOMAS DARMON","LEVAN CHILACHAVA","QUENTIN BÉTHUNE","TOLU LATU","PAUL ALO-EMILE","MATHIEU DE GIOVANNI","YOANN MAESTRI","PABLO MATERA","SEKOU MACALOU","TALALELEI GRAY","JAMES HALL","NICOLÁS SANCHEZ","LESTER ÉTIEN","GAËL FICKOU","WAISEA NAYACALEVU","SEFA NAIVALU","KYLAN HAMDAOUI","LAURENT PANIS","SAMI MAVINGA","PAUL GABRILLAGUES","RYAN CHAPUIS","ARTHUR COVILLE","JORIS SEGONDS","ALEX ARRATÉ","GIORGI MELIKIDZE",0,0,"Null"
"2679","2019-2020","J12","2019-12-29","Stade Rochelais","SU Agen",40,8,"Stade Marcel Deflandre","DANY PRISO","FACUNDO BOSCH","RAMIRO HERRERA","ROMAIN SAZY","MATHIEU TANGUY","KÉVIN GOURDON","PAUL BOUDEHENT","VICTOR VITO","TAWERA KERR-BARLOW","JULES PLISSON","VALENTIN TIREFORT","LEVANI BOTIA","JÉRÉMY SINZELLE","JULES FAVRE","VINCENT RATTEZ","JEAN-CHARLES ORIOLI","REDA WARDI","RÉMI LEROUX","LOPETI TIMANI","THOMAS BERJON","PIERRE AGUILLON","BRIEUC PLESSIS-COUILLAUD","VINCENT PELO","MALINO VANAÏ","PAULA NGAUAMO","WALTER DESMAISON","TOM MURDAY","PIERCE PHILLIPS","GAUTHIER MARAVAT","ROMAIN BRIATTE","LAURENCE PEARCE","PAUL ABADIE","LÉO BERDEU","LORIS TOLOT","NATHAN DECRON","JOHANN SADIE","BENITO MASILEVU","MATHIEU LAMOULIE","MARC BARTHOMEUF","GIORGI TETRASHVILI","ADRIAN MOTOC","ANDRÉS ZAFRA","DYLAN HAYES","HUGO VERDU","JORDAN PULETUA","DAVE RYAN",0,32,"Stade Rochelais"
"2680","2019-2020","J12","2019-12-29","Pau","Union Bordeaux-Bègles",23,27,"Stade du Hameau","SIEGFRIED FISI'IHOI","QUENTIN LESPIAUCQ","LOURENS ADRIAANSE","DANIEL RAMSAY","FABRICE METZ","DOMINIKO WAQANIBUROTU","MARTIN PUECH","LUKE WHITELOCK","THIBAULT DAUBAGNA","ANTOINE HASTOY","VINCENT PINTO","JALE VATUBUA","ALEXANDRE DUMOULIN","JULIEN FUMAT","CHARLY MALIÉ","LUCAS REY","GEOFFREY MOÏSE","JULIEN DELANNOY","ANTOINE ERBANI","SAMUEL MARQUÈS","TOM TAYLOR","ATILA SEPTAR","MALIK HAMADACHE","JEFFERSON POIROT","CLÉMENT MAYNADIER","VADIM COBILAS","CYRIL CAZEAUX","JANDRÉ MARAIS","BÉKA GORGADZE","CAMERON WOKI","SCOTT HIGGINBOTHAM","MAXIME LUCU","MATTHIEU JALIBERT","BLAIR CONNOR","RÉMI LAMERAT","JEAN-BAPTISTE DUBIÉ","SANTIAGO CORDERO","NANS DUCUING","FLORIAN DUFOUR","PENI RAVAI","MASALOSALO TUTAIA","MAHAMADOU DIABY","JULES GIMBERT","BEN BOTICA","SEMI RADRADRA","LEKSO KAULASHVILI",0,-4,"Union Bordeaux-Bègles"
"2681","2019-2020","J12","2019-12-29","ASM Clermont","Castres Olympique",39,22,"Parc des Sports Marcel Michelin","ETIENNE FALGOUX","JOHN ULUGIA","RABAH SLIMANI","SITALEKI TIMANI","SÉBASTIEN VAHAAMAHINA","ARTHUR ITURRIA","ALEXANDRE LAPANDRY","FRITZ LEE","MORGAN PARRA","CAMILLE LOPEZ","ALIVERETI RAKA","GEORGE MOALA","ISAIA TOEAVA","RÉMY GROSSO","TIM NANAI-WILLIAMS","YOHAN BEHEREGARAY","LONI UHILA","GEORGE MERRICK","ALEXANDRE FISCHER","GREIG LAIDLAW","FAIFILI LEVAVE","APISAI NAQALEVU","DAVIT ZIRAKASHVILI","PAEA FA'ANUNU","JODY JENNEKER","MATT TIERNEY","LOÏC JACQUET","CHRISTOPHE SAMSON","BAPTISTE DELAPORTE","ANTHONY JELONCH","ALEX TULOU","LUDOVIC RADOSAVLJEVIC","BENJAMIN URDAPILLETA","TAYLOR STADE FRANÇAIS PARIS","FLORIAN VIALELLE","THOMAS COMBEZOU","GEOFFREY PALIS","JULIEN DUMORA","KÉVIN FIRMIN","WAYAN DE BENEDITTIS","HANS N'KINSI","MA'AMA VAIPULU","RORY KOCKOTT","ROBERT EBERSOHN","MARTIN LAVEAU","TAPU FALATEA",0,17,"ASM Clermont"
"2682","2019-2020","J12","2019-12-29","Stade Toulousain","RC Toulon",13,13,"Stadium de Stade Toulousain","CLÉMENT CASTETS","PÉATO MAUVAKA","DORIAN ALDEGHERI","RORY ARNOLD","IOSEFA TEKORI","RYNHARDT ELSTADT","FRANÇOIS CROS","JEROME KAINO","SÉBASTIEN BÉZY","ZACK HOLMES","MAXIME MÉDARD","ROMAIN NTAMACK","SOFIANE GUITOUNE","YOANN HUGET","THOMAS RAMOS","GUILLAUME MARCHAND","CYRIL BAILLE","GILLIAN GALAN","SELEVASIO TOLOFUA","ANTOINE DUPONT","PITA AHKI","ARTHUR BONNEVAL","MAKS VAN DYK","FLORIAN FRESIA","ANTHONY ÉTRILLARD","BEKA GIGASHVILI","EBEN ETZEBETH","BRIAN ALAINU'UESE","CHARLES OLLIVON","RAPHAËL LAKAFIA","SERGIO STADE FRANÇAIS PARISSE","BAPTISTE SERIN","LOUIS CARBONEL","DANIEL IKPEFAN","ANTHONY BELLEAU","JULIAN SAVEA","GERVAIS CORDIN","BRYCE HEEM","CHRISTOPHER TOLOFUA","SÉBASTIEN TAOFIFENUA","SWAN REBBADJ","JULIEN ORY","MASIVESI DAKUWAQA","JULIEN HÉRITEAU","RHYS WEBB","EMERICK SETIANO",0,0,"Null"
"2683","2019-2020","J13","2020-01-04","SU Agen","LOU Rugby",12,13,"Stade Armandie","MALINO VANAÏ","PAULA NGAUAMO","DAVE RYAN","ANDRÉS ZAFRA","TOM MURDAY","DYLAN HAYES","ROMAIN BRIATTE","LAURENCE PEARCE","PAUL ABADIE","LÉO BERDEU","VALENTIN SAURS","NATHAN DECRON","JOHANN SADIE","JJ TAULAGI","MATHIEU LAMOULIE","MARC BARTHOMEUF","GIORGI TETRASHVILI","ADRIAN MOTOC","GAUTHIER MARAVAT","HUGO VERDU","RAPHAËL LAGARDE","JORDAN PULETUA","WALTER DESMAISON","VIVIEN DEVISME","JÉRÉMIE MAUROUARD","DEMBA BAMBA","KILLIAN GÉRACI","HENDRIK ROODT","DYLAN CRETIN","PATRICK SOBÉLA","LIAM GILL","JONATHAN PÉLISSIÉ","PATRICIO FERNANDEZ","NOA NAKAITACI","CHARLIE NGATAI","PIERRE-LOUIS BARASSI","JOSUA TUISOVA","TOBY ARNOLD","BADRI ALKHAZASHVILI","XAVIER CHIOCCI","ETIENNE OOSTHUIZEN","VIRGILE BRUNI","SAM HIDALGO-CLYNE","JONATHAN WISNIEWSKI","RUDI WULF","FRANCISCO GOMEZ KODELA",0,-1,"LOU Rugby"
"2684","2019-2020","J13","2020-01-04","Racing 92","ASM Clermont",27,19,"Stade Français Paris La Défense Arena","EDDY BEN AROUS","CAMILLE CHAT","BEN TAMEIFUNA","BORIS PALU","DOMINIC BIRD","BAPTISTE CHOUZENOUX","BERNARD LE ROUX","YOAN TANGA-MANGENE","TEDDY IRIBAREN","FINN RUSSELL","LOUIS DUPICHOT","OLIVIER KLEMENCZAK","VIRIMI VAKATAWA","TEDDY THOMAS","SIMON ZEBO","TEDDY BAUBIGNY","HASSANE KOLINGAR","DONNACHA RYAN","JORDAN JOSEPH","MAXIME MACHENAUD","FRANÇOIS TRINH-DUC","DORIAN LABORDE","GEORGES-HENRI COLOMBE","LONI UHILA","JOHN ULUGIA","DAVIT ZIRAKASHVILI","GEORGE MERRICK","SÉBASTIEN VAHAAMAHINA","ARTHUR ITURRIA","ALEXANDRE FISCHER","FRITZ LEE","GREIG LAIDLAW","CAMILLE LOPEZ","ALIVERETI RAKA","GEORGE MOALA","ISAIA TOEAVA","DAMIAN PENAUD","SETARIKI TUICUVU","YOHAN BEHEREGARAY","ETIENNE FALGOUX","PAUL JEDRASIAK","FAIFILI LEVAVE","CHARLIE CASSANG","JAKE MCINTYRE","TANI VILI","RABAH SLIMANI",0,8,"Racing 92"
